user_id,device_age_days,sim_swap_count_3m,avg_monthly_inflow,inflow_volatility,utility_bill_payment_ratio,airtime_topup_freq_pm,avg_airtime_topup_val,default_within_30_days
user_110831,758,0,5538.09,0.754,0.727,9,61.69,0
user_110832,621,0,19433.58,0.576,0.792,30,66.12,0
user_110833,855,2,8886.59,0.361,0.556,10,75.81,0
user_110834,624,0,6062.41,0.628,0.621,19,51.12,0
user_110835,606,0,19756.01,0.398,0.869,25,100.54,0
user_110836,354,0,10207.09,0.74,0.376,27,133.37,0
user_110837,669,0,30061.32,0.584,0.926,3,101.33,0
user_110838,336,2,13943.59,0.784,0.562,22,100.19,0
user_110839,563,0,55728.12,0.304,0.26,29,185.4,0
user_110840,757,1,9036.96,0.672,0.675,22,64.68,0
user_110841,648,0,6971.47,0.261,0.477,36,220.61,0
user_110842,138,2,17515.69,0.304,0.448,36,67.09,0
user_110843,401,0,20483.76,0.232,0.632,16,76.89,0
user_110844,386,0,2256.71,0.678,0.095,10,44.43,0
user_110845,210,0,18601.93,0.725,0.87,48,54.85,0
user_110846,385,0,4995.45,0.197,0.685,14,44.19,0
user_110847,705,0,49862.71,0.699,0.683,25,149.48,0
user_110848,97,1,14870.57,0.774,0.817,11,54.43,0
user_110849,321,0,4031.11,0.449,0.661,19,66.96,0
user_110850,721,0,2812.38,0.232,0.658,24,104.16,0
user_110851,210,1,33754.47,0.748,0.712,30,113.83,0
user_110852,495,0,30519.33,0.743,0.708,23,81.13,0
user_110853,463,0,10539.94,0.149,0.618,25,50.15,0
user_110854,493,0,3373.51,0.769,0.624,15,58.91,0
user_110855,710,1,9414.01,0.278,0.352,19,47.18,0
user_110856,943,0,23439.88,0.382,0.599,4,173.39,0
user_110857,563,0,18248.21,0.465,0.831,12,73.92,0
user_110858,95,0,32055.58,0.298,0.756,17,58.6,0
user_110859,50,0,22866.11,0.098,0.697,16,97.6,0
user_110860,641,0,8010.18,0.588,0.796,25,213.43,0
user_110861,413,0,8258.51,0.627,0.67,25,93.32,0
user_110862,841,0,17651.44,0.448,0.947,30,131.37,0
user_110863,644,0,7569.71,0.373,0.679,16,38.79,0
user_110864,588,0,32335.72,0.595,0.682,19,37.49,0
user_110865,68,0,7955.8,0.796,0.466,14,107.93,0
user_110866,314,0,12068.82,0.749,0.45,12,104.69,0
user_110867,851,0,2662.85,0.472,0.605,30,97.56,0
user_110868,631,0,3884.99,0.663,0.866,13,32.28,0
user_110869,626,0,4121.66,0.215,0.566,20,64.25,0
user_110870,814,0,8326.9,0.33,0.822,21,127.57,0
user_110871,365,0,3860.1,0.771,0.758,43,83.25,0
user_110872,217,1,11162.68,0.467,0.599,33,95.61,0
user_110873,700,0,6703.31,0.454,0.624,47,87.96,0
user_110874,272,0,6771.22,0.231,0.734,9,197.73,0
user_110875,102,0,10845.36,0.42,0.732,17,81.87,0
user_110876,508,1,30845.76,0.176,0.945,15,79.45,0
user_110877,590,0,23515.28,0.6,0.757,15,27.33,0
user_110878,130,0,34277.05,0.705,0.795,13,99.22,0
user_110879,543,0,71343.24,0.63,0.276,31,115.17,0
user_110880,785,0,2167.46,0.143,0.819,12,43.59,0
user_110881,205,2,19689.6,0.471,0.786,13,55.28,0
user_110882,267,0,3914.6,0.325,0.761,17,66.98,0
user_110883,939,0,43427.44,0.294,0.925,20,33.16,0
user_110884,88,0,5859.15,0.648,0.728,17,155.41,0
user_110885,894,2,8460.72,0.41,0.733,20,67.08,0
user_110886,128,1,59986.52,0.686,0.501,20,53.31,0
user_110887,983,0,32282.81,0.354,0.824,35,139.1,0
user_110888,900,1,2725.38,0.458,0.852,22,80.82,0
user_110889,983,0,2720.01,0.29,0.692,22,199.64,0
user_110890,524,0,27625.71,0.349,0.821,39,198.16,0
user_110891,976,0,3094.56,0.564,0.855,22,45.61,0
user_110892,543,0,30631.26,0.263,0.627,35,114.05,0
user_110893,784,0,40778.35,0.798,0.543,17,109.02,0
user_110894,326,1,2361.89,0.662,0.887,20,102.62,0
user_110895,240,0,5727.05,0.14,0.784,8,81.83,0
user_110896,152,0,2351.95,0.223,0.908,12,86.99,0
user_110897,258,0,3134.33,0.554,0.504,15,109.05,0
user_110898,623,0,13455.88,0.181,0.837,10,96.85,0
user_110899,685,0,21649.11,0.055,0.78,18,58.51,0
user_110900,417,0,11793.72,0.537,0.892,18,388.8,0
user_110901,169,0,9315.06,0.226,0.876,18,113.91,0
user_110902,570,0,5473.68,0.182,0.9,35,154.96,0
user_110903,420,0,6049.13,0.558,0.792,8,57.17,0
user_110904,299,0,15098.34,0.356,0.714,22,68.86,0
user_110905,788,0,31044.6,0.756,0.62,23,83.42,0
user_110906,41,0,9777.08,0.25,0.889,41,58.67,0
user_110907,896,0,44108.35,0.235,0.869,21,56.72,0
user_110908,418,0,2802.89,0.473,0.789,44,80.53,0
user_110909,366,0,28509.86,0.42,0.568,18,58.56,0
user_110910,535,1,8202.78,0.122,0.688,28,113.99,0
user_110911,135,0,32461.76,0.505,0.919,15,69.06,0
user_110912,61,0,39776.95,0.605,0.582,15,51.78,0
user_110913,103,0,20080.03,0.197,0.93,18,100.13,0
user_110914,200,0,8578.81,0.24,0.875,18,65.8,0
user_110915,878,0,11157.88,0.099,0.859,18,58.28,0
user_110916,98,0,14036.94,0.192,0.864,18,110.77,0
user_110917,842,0,11300.68,0.338,0.691,23,77.59,0
user_110918,391,0,25492.43,0.552,0.244,6,157.71,0
user_110919,678,0,24145.14,0.431,0.521,28,81.54,0
user_110920,462,0,2191.04,0.19,0.772,39,112.42,0
user_110921,958,0,4467.14,0.136,0.743,28,192.51,0
user_110922,129,0,8777.71,0.421,0.772,26,109.53,0
user_110923,687,1,18740.57,0.767,0.502,27,68.56,0
user_110924,38,0,5914.59,0.286,0.406,17,67.18,0
user_110925,603,0,7846.59,0.167,0.833,30,104.27,0
user_110926,726,0,11300.68,0.671,0.826,15,240.09,0
user_110927,58,0,15357.72,0.265,0.686,14,47.37,0
user_110928,922,0,36810.69,0.13,0.706,23,105.82,0
user_110929,143,0,26493.1,0.793,0.588,16,65.7,0
user_110930,491,0,8675.98,0.21,0.491,31,57.38,0
user_110931,950,0,23914.23,0.311,0.849,28,109.82,0
user_110932,172,0,28815.73,0.195,0.867,23,32.12,0
user_110933,419,0,13082.76,0.764,0.372,27,69.89,0
user_110934,661,0,7265.56,0.56,0.837,43,55.48,0
user_110935,711,0,44989.53,0.604,0.913,19,103.47,0
user_110936,186,0,51152.57,0.127,0.923,5,78.69,0
user_110937,364,0,5815.47,0.554,0.936,19,115.48,0
user_110938,890,0,25061.37,0.44,0.965,21,126.24,0
user_110939,289,0,2639.77,0.408,0.785,27,138.56,0
user_110940,111,0,2035.84,0.431,0.724,14,132.6,0
user_110941,783,3,8498.09,0.522,0.711,23,47.11,0
user_110942,470,0,11313.47,0.112,0.711,34,57.01,0
user_110943,974,0,13855.99,0.491,0.807,17,146.26,0
user_110944,201,1,9128.61,0.414,0.759,34,235.0,0
user_110945,260,0,4068.22,0.327,0.793,29,115.12,0
user_110946,749,0,8342.03,0.464,0.869,31,96.9,0
user_110947,104,2,27874.9,0.322,0.872,7,27.04,0
user_110948,299,1,8135.55,0.154,0.694,18,133.71,0
user_110949,928,0,15458.49,0.099,0.628,41,175.23,0
user_110950,655,0,19132.66,0.142,0.865,39,213.16,0
user_110951,91,0,21776.0,0.542,0.309,35,57.46,0
user_110952,903,0,12041.08,0.611,0.652,15,57.03,0
user_110953,349,1,4015.18,0.554,0.22,41,59.85,0
user_110954,131,0,36615.21,0.056,0.481,19,86.64,0
user_110955,458,0,6522.84,0.448,0.646,13,92.07,0
user_110956,903,0,8209.02,0.06,0.559,13,40.67,0
user_110957,751,0,24293.6,0.098,0.63,41,57.18,0
user_110958,983,0,23628.62,0.104,0.878,29,92.15,0
user_110959,284,0,36006.23,0.129,0.809,27,79.77,0
user_110960,561,0,2514.96,0.079,0.821,11,111.79,0
user_110961,599,0,33133.02,0.098,0.289,10,60.99,0
user_110962,141,0,25569.53,0.593,0.758,18,174.57,0
user_110963,342,0,13169.6,0.418,0.56,9,136.65,0
user_110964,490,1,4606.12,0.766,0.979,14,79.13,0
user_110965,737,0,13811.66,0.47,0.756,25,112.12,0
user_110966,916,1,5234.02,0.777,0.841,37,59.76,0
user_110967,491,0,52267.72,0.275,0.818,26,105.69,0
user_110968,894,0,20506.81,0.373,0.83,22,203.51,0
user_110969,121,0,15603.87,0.528,0.762,20,56.11,0
user_110970,81,1,27178.9,0.516,0.732,10,150.35,0
user_110971,834,0,13403.65,0.052,0.988,30,187.84,0
user_110972,549,0,2932.28,0.426,0.873,31,170.74,0
user_110973,841,2,6496.92,0.381,0.546,9,80.59,0
user_110974,127,0,62002.61,0.209,0.781,22,39.07,0
user_110975,265,0,30538.32,0.6,0.782,22,150.18,0
user_110976,930,0,41351.12,0.639,0.733,10,72.89,0
user_110977,403,0,3544.3,0.508,0.494,25,111.11,0
user_110978,610,0,6275.25,0.358,0.684,11,136.83,0
user_110979,956,0,2979.93,0.309,0.815,10,76.5,0
user_110980,586,0,27903.43,0.159,0.76,23,73.55,0
user_110981,678,0,4865.6,0.528,0.861,14,136.24,0
user_110982,263,0,9915.83,0.627,0.545,20,182.08,0
user_110983,61,0,6710.43,0.146,0.832,20,183.53,0
user_110984,318,0,41965.7,0.333,0.639,16,37.07,0
user_110985,667,0,16061.96,0.367,0.944,11,79.89,0
user_110986,608,0,26104.44,0.586,0.613,4,36.7,0
user_110987,571,1,15824.87,0.118,0.713,15,75.01,0
user_110988,143,0,16222.56,0.239,0.706,29,54.31,0
user_110989,233,0,9241.18,0.535,0.338,25,133.09,0
user_110990,58,0,6096.83,0.773,0.832,30,52.59,0
user_110991,672,0,8424.57,0.616,0.728,22,90.07,0
user_110992,503,0,7240.39,0.596,0.684,13,133.71,0
user_110993,726,0,19627.2,0.221,0.703,14,129.63,0
user_110994,282,0,10237.37,0.295,0.803,22,75.16,0
user_110995,827,0,13983.08,0.264,0.813,31,93.0,0
user_110996,934,0,24106.67,0.61,0.769,62,131.31,0
user_110997,951,1,6650.04,0.071,0.73,41,133.91,0
user_110998,415,0,10265.59,0.363,0.696,8,213.63,0
user_110999,91,0,12993.52,0.629,0.489,20,196.83,0
user_111000,544,0,2829.63,0.158,0.65,22,65.88,0
user_111001,459,0,4476.42,0.757,0.859,31,83.95,0
user_111002,609,0,2984.26,0.732,0.711,26,55.97,0
user_111003,566,0,22930.43,0.778,0.824,38,60.77,0
user_111004,720,0,7348.16,0.458,0.911,32,82.58,0
user_111005,170,0,10238.13,0.159,0.865,16,37.78,0
user_111006,772,2,18735.97,0.623,0.744,33,75.98,0
user_111007,329,0,52929.51,0.683,0.57,17,105.77,0
user_111008,704,0,26993.74,0.109,0.663,28,45.55,0
user_111009,340,0,2893.06,0.383,0.509,28,64.19,0
user_111010,500,0,7473.5,0.504,0.559,13,41.38,0
user_111011,422,0,2754.84,0.55,0.802,36,149.94,0
user_111012,671,2,2954.78,0.418,0.588,15,130.19,0
user_111013,474,2,4045.13,0.087,0.936,17,94.94,0
user_111014,787,0,7808.82,0.493,0.903,15,100.83,0
user_111015,838,0,5949.7,0.119,0.733,17,71.8,0
user_111016,201,1,8512.01,0.106,0.914,39,179.73,0
user_111017,605,0,27890.42,0.113,0.763,11,44.19,0
user_111018,60,0,25968.9,0.759,0.555,40,90.32,0
user_111019,76,0,8478.8,0.567,0.685,15,78.2,0
user_111020,159,0,18174.26,0.513,0.528,20,75.93,0
user_111021,381,1,8994.09,0.6,0.868,16,118.0,0
user_111022,874,0,9315.36,0.231,0.491,10,42.68,0
user_111023,651,0,18892.33,0.286,0.779,6,91.78,0
user_111024,610,0,9275.46,0.727,0.864,9,101.86,0
user_111025,87,1,13952.96,0.543,0.708,10,85.16,0
user_111026,135,0,3836.35,0.675,0.592,17,116.49,0
user_111027,841,0,13609.28,0.759,0.736,27,246.36,0
user_111028,359,0,22321.9,0.388,0.721,16,68.72,0
user_111029,797,0,34888.69,0.486,0.735,37,182.51,0
user_111030,853,0,4389.49,0.28,0.556,25,190.76,0
user_111031,712,0,9932.58,0.678,0.971,21,86.92,0
user_111032,412,0,11988.37,0.391,0.803,10,175.29,0
user_111033,191,0,37278.52,0.589,0.66,36,100.6,0
user_111034,315,0,6464.14,0.474,0.238,7,122.8,0
user_111035,100,0,4716.77,0.448,0.758,7,123.81,0
user_111036,796,0,4288.37,0.168,0.644,19,83.54,0
user_111037,483,0,4524.14,0.593,0.827,14,167.92,0
user_111038,915,0,32548.5,0.089,0.848,42,110.05,0
user_111039,596,0,16506.15,0.634,0.796,14,52.93,0
user_111040,864,0,10189.74,0.741,0.777,22,69.43,0
user_111041,426,0,32231.56,0.65,0.613,24,89.64,0
user_111042,544,0,7307.94,0.194,0.745,12,241.47,0
user_111043,55,0,41437.25,0.279,0.367,14,126.49,0
user_111044,342,0,23335.47,0.208,0.699,35,120.93,0
user_111045,155,0,2311.91,0.224,0.725,32,313.42,0
user_111046,437,0,11316.12,0.661,0.607,39,159.34,0
user_111047,594,0,29721.8,0.097,0.897,27,120.3,0
user_111048,227,0,9566.3,0.402,0.555,16,204.47,0
user_111049,840,0,67308.85,0.496,0.989,15,61.61,0
user_111050,217,0,30119.18,0.762,0.654,24,58.44,0
user_111051,727,0,22978.61,0.539,0.688,16,85.7,0
user_111052,846,0,4184.19,0.579,0.729,20,81.21,0
user_111053,839,1,3712.09,0.459,0.472,25,161.12,0
user_111054,745,0,17374.41,0.328,0.782,14,72.1,0
user_111055,513,0,18245.16,0.315,0.65,15,81.13,0
user_111056,479,0,4394.05,0.578,0.62,21,137.37,0
user_111057,552,0,30858.66,0.327,0.818,3,164.92,0
user_111058,900,1,33040.08,0.553,0.788,31,51.3,0
user_111059,383,1,10083.02,0.46,0.562,12,93.95,0
user_111060,687,0,16037.1,0.466,0.825,37,92.29,0
user_111061,626,0,12722.79,0.294,0.859,11,196.41,0
user_111062,129,1,2544.71,0.2,0.845,15,222.26,0
user_111063,645,0,3421.48,0.075,0.47,21,126.75,0
user_111064,977,0,24696.68,0.25,0.698,14,64.12,0
user_111065,587,0,12050.66,0.475,0.57,21,88.28,0
user_111066,585,0,16158.84,0.673,0.947,23,80.55,0
user_111067,307,0,16234.8,0.651,0.954,40,124.3,0
user_111068,722,0,9161.34,0.624,0.696,17,185.23,0
user_111069,728,0,2447.81,0.181,0.867,22,165.67,0
user_111070,655,1,25190.59,0.561,0.737,14,131.79,0
user_111071,520,2,11479.09,0.223,0.612,25,120.8,0
user_111072,284,0,4243.29,0.298,0.577,30,133.73,0
user_111073,410,2,2319.51,0.606,0.427,16,80.68,0
user_111074,921,0,2265.14,0.275,0.679,24,104.21,0
user_111075,571,0,2508.74,0.52,0.654,45,95.6,0
user_111076,293,0,4526.7,0.557,0.925,21,29.48,0
user_111077,639,0,5949.06,0.774,0.863,14,77.48,0
user_111078,854,0,6258.21,0.17,0.631,13,97.59,0
user_111079,908,0,17000.32,0.184,0.726,35,98.06,0
user_111080,358,0,6147.46,0.395,0.454,27,124.02,0
user_111081,144,0,18810.9,0.444,0.814,46,57.76,0
user_111082,305,0,28003.56,0.339,0.938,25,189.05,0
user_111083,517,0,9286.87,0.527,0.709,14,88.08,0
user_111084,310,0,21006.53,0.496,0.966,49,60.06,0
user_111085,304,0,3649.37,0.546,0.719,25,118.37,0
user_111086,802,0,7960.77,0.727,0.759,19,106.57,0
user_111087,872,0,19215.67,0.16,0.581,20,162.35,0
user_111088,748,0,42276.37,0.662,0.934,22,74.24,0
user_111089,925,3,16339.23,0.503,0.416,16,68.86,0
user_111090,357,0,8784.5,0.712,0.819,26,73.76,0
user_111091,240,0,7646.39,0.062,0.56,27,159.74,0
user_111092,756,2,9452.6,0.673,0.82,18,69.07,0
user_111093,952,0,17872.11,0.209,0.942,21,83.28,0
user_111094,581,0,7939.94,0.763,0.866,25,82.84,0
user_111095,55,0,11523.12,0.289,0.89,26,215.77,0
user_111096,56,0,23344.42,0.589,0.861,15,65.94,0
user_111097,731,0,6072.77,0.658,0.856,16,112.35,0
user_111098,112,0,20908.68,0.743,0.947,7,174.8,0
user_111099,925,0,23498.21,0.201,0.598,17,32.39,0
user_111100,975,0,31890.67,0.515,0.537,13,96.82,0
user_111101,711,0,2362.39,0.076,0.783,21,77.99,0
user_111102,442,0,3811.54,0.094,0.674,16,46.34,0
user_111103,196,0,48462.34,0.361,0.734,37,77.24,0
user_111104,729,0,4016.37,0.57,0.542,29,120.25,0
user_111105,198,0,12037.64,0.541,0.823,17,135.57,0
user_111106,830,0,4739.92,0.401,0.834,17,160.09,0
user_111107,258,0,27060.76,0.502,0.84,41,124.87,0
user_111108,638,0,3522.24,0.515,0.739,21,48.83,0
user_111109,396,0,3342.58,0.679,0.438,62,68.32,0
user_111110,557,0,12538.97,0.716,0.445,20,68.66,0
user_111111,820,0,6080.66,0.336,0.773,23,166.29,0
user_111112,676,2,18250.96,0.099,0.846,23,106.04,0
user_111113,567,0,19318.1,0.23,0.767,23,83.51,0
user_111114,893,0,15230.1,0.122,0.844,8,90.98,0
user_111115,553,0,28993.95,0.644,0.672,9,91.76,0
user_111116,101,0,19927.74,0.095,0.842,16,55.33,0
user_111117,674,0,5114.9,0.401,0.875,42,113.55,0
user_111118,135,0,3224.78,0.456,0.785,37,135.21,0
user_111119,761,0,22660.77,0.672,0.815,24,50.13,0
user_111120,914,0,22207.35,0.576,0.724,11,75.93,0
user_111121,994,0,30489.12,0.499,0.641,16,139.07,0
user_111122,718,0,5391.2,0.485,0.811,28,334.89,0
user_111123,311,0,5787.58,0.403,0.897,47,119.79,0
user_111124,162,0,14894.09,0.724,0.792,11,137.83,0
user_111125,563,0,4537.28,0.183,0.567,8,95.31,0
user_111126,298,0,7271.85,0.773,0.892,5,62.86,0
user_111127,441,0,27104.1,0.503,0.916,16,117.06,0
user_111128,702,0,8101.76,0.228,0.934,22,64.86,0
user_111129,648,0,2170.9,0.599,0.91,28,96.02,0
user_111130,820,0,17782.79,0.33,0.792,22,134.86,0
user_111131,894,0,4987.49,0.126,0.688,1,109.6,0
user_111132,776,0,5269.21,0.111,0.63,9,122.72,0
user_111133,47,0,2250.02,0.473,0.779,38,55.25,0
user_111134,783,0,14942.39,0.532,0.724,24,223.42,0
user_111135,146,0,14379.76,0.297,0.429,21,96.29,0
user_111136,827,0,3521.12,0.57,0.599,22,34.75,0
user_111137,823,0,2776.2,0.252,0.846,12,80.16,0
user_111138,173,0,12124.78,0.309,0.835,30,39.53,0
user_111139,746,0,24800.16,0.221,0.738,19,85.44,0
user_111140,580,0,48102.87,0.526,0.361,12,103.02,0
user_111141,958,0,3171.92,0.417,0.866,19,131.41,0
user_111142,695,0,20473.86,0.163,0.968,21,47.99,0
user_111143,717,0,5187.63,0.78,0.793,25,47.19,0
user_111144,990,0,2518.5,0.722,0.855,22,55.2,0
user_111145,782,2,8114.37,0.637,0.935,11,101.76,0
user_111146,451,0,14795.56,0.122,0.669,32,86.0,0
user_111147,927,0,15795.15,0.378,0.738,31,67.94,0
user_111148,398,2,2756.8,0.439,0.823,54,169.73,0
user_111149,675,0,41424.13,0.758,0.593,36,75.45,0
user_111150,587,0,2842.02,0.321,0.954,27,90.79,0
user_111151,79,0,5673.01,0.552,0.65,13,304.83,0
user_111152,707,0,10497.84,0.465,0.903,12,79.97,0
user_111153,135,0,45685.31,0.657,0.783,24,87.22,0
user_111154,245,0,73050.5,0.133,0.948,20,74.42,0
user_111155,687,0,2005.28,0.669,0.613,37,167.6,0
user_111156,952,0,5814.01,0.539,0.513,19,184.98,0
user_111157,454,0,12437.78,0.133,0.937,9,61.23,0
user_111158,101,0,19781.96,0.609,0.847,38,82.6,0
user_111159,871,0,18039.28,0.3,0.646,34,98.37,0
user_111160,814,0,6345.48,0.11,0.888,21,154.45,0
user_111161,788,0,5300.61,0.38,0.797,20,105.81,0
user_111162,475,0,2215.65,0.182,0.823,33,33.72,0
user_111163,954,0,29759.26,0.254,0.696,43,68.97,0
user_111164,215,1,9141.46,0.799,0.641,13,49.94,0
user_111165,99,0,31964.14,0.163,0.438,9,143.2,0
user_111166,179,2,7866.91,0.336,0.947,22,60.64,0
user_111167,275,0,23160.94,0.547,0.862,10,273.45,0
user_111168,803,0,3083.09,0.781,0.844,32,55.83,0
user_111169,567,1,27025.15,0.331,0.619,39,159.33,0
user_111170,964,0,35247.81,0.21,0.809,13,64.09,0
user_111171,681,0,6615.83,0.355,0.54,31,101.38,0
user_111172,128,0,4294.91,0.17,0.563,16,60.76,0
user_111173,939,0,5275.04,0.79,0.708,21,49.94,0
user_111174,307,1,32349.85,0.406,0.674,22,79.67,0
user_111175,592,0,7057.41,0.546,0.557,13,90.41,0
user_111176,692,0,5946.88,0.318,0.909,32,219.31,0
user_111177,973,0,59865.2,0.245,0.849,16,69.41,0
user_111178,484,0,18630.44,0.12,0.357,21,112.83,0
user_111179,133,0,28776.98,0.636,0.825,18,71.77,0
user_111180,975,0,22618.72,0.473,0.855,32,48.63,0
user_111181,630,1,9026.4,0.206,0.871,37,86.65,0
user_111182,682,0,31788.87,0.551,0.507,8,35.98,0
user_111183,754,0,15307.14,0.234,0.702,31,92.39,0
user_111184,262,0,18067.73,0.209,0.942,10,81.89,0
user_111185,423,0,7919.61,0.704,0.617,19,114.03,0
user_111186,530,0,61579.69,0.421,0.613,18,192.33,0
user_111187,724,0,30924.19,0.449,0.859,13,37.26,0
user_111188,280,1,4404.55,0.627,0.684,14,71.61,0
user_111189,550,0,5420.03,0.409,0.751,17,39.23,0
user_111190,108,0,22709.68,0.229,0.891,19,124.21,0
user_111191,81,0,2391.34,0.599,0.981,58,92.24,0
user_111192,927,0,8129.69,0.687,0.838,38,132.39,0
user_111193,950,2,13405.93,0.526,0.545,22,57.96,0
user_111194,810,1,5439.52,0.651,0.826,12,176.58,0
user_111195,255,0,32971.38,0.072,0.499,20,124.95,0
user_111196,80,0,35009.66,0.416,0.829,19,82.29,0
user_111197,215,0,49144.75,0.362,0.469,24,55.09,0
user_111198,63,0,4373.17,0.094,0.824,21,77.19,0
user_111199,832,0,3239.11,0.207,0.614,10,56.68,0
user_111200,771,0,14182.15,0.374,0.829,11,96.58,0
user_111201,160,1,25584.51,0.561,0.507,17,58.13,0
user_111202,661,0,7159.73,0.34,0.899,24,76.42,0
user_111203,472,2,6135.74,0.592,0.653,11,59.33,0
user_111204,867,0,12938.48,0.556,0.658,7,128.29,0
user_111205,788,0,11868.32,0.771,0.938,31,61.38,0
user_111206,461,0,11795.92,0.156,0.866,21,81.79,0
user_111207,733,0,9794.89,0.78,0.425,35,173.09,0
user_111208,526,0,21477.41,0.111,0.65,21,54.57,0
user_111209,432,1,16305.63,0.66,0.758,28,152.56,0
user_111210,352,0,12036.05,0.284,0.682,19,110.74,0
user_111211,239,0,21132.06,0.367,0.882,11,208.61,0
user_111212,644,1,6551.0,0.257,0.628,28,67.06,0
user_111213,358,0,35361.71,0.661,0.439,28,86.91,0
user_111214,401,0,9271.71,0.406,0.454,9,78.83,0
user_111215,489,0,7953.36,0.554,0.412,6,134.51,0
user_111216,162,0,13722.3,0.764,0.877,44,152.96,0
user_111217,864,0,6729.08,0.326,0.503,23,116.86,0
user_111218,680,0,6694.8,0.412,0.551,7,118.72,0
user_111219,150,0,3216.11,0.1,0.264,7,122.76,0
user_111220,635,0,17830.67,0.5,0.936,41,75.34,0
user_111221,481,0,38581.29,0.287,0.891,29,39.05,0
user_111222,994,0,19340.3,0.508,0.637,27,153.19,0
user_111223,158,0,14580.83,0.277,0.717,15,87.17,0
user_111224,120,0,20660.92,0.132,0.633,26,47.75,0
user_111225,633,2,52921.15,0.28,0.931,10,79.47,0
user_111226,604,0,8153.25,0.665,0.853,16,103.17,0
user_111227,58,0,10449.97,0.187,0.854,20,35.15,0
user_111228,751,0,7057.67,0.182,0.958,11,65.43,0
user_111229,553,0,2252.94,0.667,0.449,37,55.52,0
user_111230,362,0,8402.47,0.244,0.725,10,151.26,0
user_111231,326,0,3114.64,0.299,0.674,26,138.64,0
user_111232,159,1,31321.11,0.455,0.764,20,63.24,0
user_111233,322,0,20861.09,0.368,0.624,17,78.33,0
user_111234,202,0,7436.76,0.666,0.581,24,323.89,0
user_111235,749,1,7961.22,0.483,0.784,10,97.15,0
user_111236,973,0,14645.72,0.586,0.635,23,45.87,0
user_111237,53,0,25994.68,0.581,0.665,18,109.9,0
user_111238,128,0,21025.39,0.108,0.753,22,60.1,0
user_111239,435,0,2438.62,0.781,0.891,8,214.27,0
user_111240,385,0,25077.43,0.103,0.853,26,153.99,0
user_111241,168,0,33971.61,0.762,0.839,30,145.51,0
user_111242,532,0,3412.84,0.791,0.573,8,128.58,0
user_111243,855,0,24049.04,0.246,0.875,12,138.33,0
user_111244,203,0,6349.85,0.533,0.677,36,57.54,0
user_111245,58,0,4862.11,0.09,0.553,19,150.1,0
user_111246,960,0,13774.88,0.56,0.802,38,114.78,0
user_111247,525,1,14066.94,0.19,0.72,23,58.46,0
user_111248,684,0,11548.01,0.756,0.871,33,27.11,0
user_111249,857,0,36811.72,0.541,0.866,6,172.66,0
user_111250,380,0,6148.47,0.624,0.534,6,57.36,0
user_111251,583,0,15840.06,0.759,0.647,13,220.16,0
user_111252,328,0,9911.12,0.693,0.641,31,95.13,0
user_111253,749,0,33045.81,0.401,0.907,18,63.25,0
user_111254,871,0,4137.55,0.178,0.895,28,35.16,0
user_111255,974,2,3298.33,0.292,0.839,27,90.48,0
user_111256,221,0,75922.42,0.492,0.655,22,75.98,0
user_111257,701,0,14912.97,0.61,0.882,14,129.31,0
user_111258,93,0,38446.35,0.241,0.493,15,90.81,0
user_111259,784,0,9869.23,0.386,0.571,36,226.62,0
user_111260,799,2,15906.31,0.318,0.844,16,213.5,0
user_111261,693,0,19766.96,0.404,0.931,32,81.31,0
user_111262,244,0,66152.0,0.298,0.437,8,84.86,0
user_111263,863,0,3794.23,0.169,0.243,26,216.43,0
user_111264,195,3,3999.21,0.415,0.422,16,86.92,0
user_111265,572,0,13109.98,0.762,0.583,18,60.25,0
user_111266,912,0,2861.26,0.13,0.739,10,193.75,0
user_111267,261,0,21500.64,0.677,0.53,47,140.9,0
user_111268,823,0,72255.91,0.601,0.946,22,126.19,0
user_111269,570,0,27024.75,0.297,0.508,17,154.29,0
user_111270,224,0,6634.79,0.153,0.878,28,44.76,0
user_111271,535,0,26108.71,0.749,0.797,11,34.54,0
user_111272,363,1,16827.93,0.334,0.63,20,278.07,0
user_111273,797,0,3907.61,0.376,0.537,30,174.94,0
user_111274,822,0,14518.04,0.29,0.768,14,113.6,0
user_111275,333,0,36062.9,0.686,0.755,18,151.65,0
user_111276,862,2,7135.73,0.22,0.713,13,142.63,0
user_111277,466,0,18142.82,0.62,0.462,32,41.59,0
user_111278,352,0,2636.8,0.234,0.539,9,42.96,0
